"1965", "1969", "1974", "1981", "1988", "1995", "2002", "2007", "2012", "2017"
0, 0, 0.7554416008310739, 0, 14.611804450036884, 15.26534600621942, 16.91177556952466, 10.442791597116685, 17.895350440926283, 21.3
